Rep,Temp,Real_Temp,Treat,Pulse,Bucket,Bath,Date,Week,BACIplus,BACIplus_CC,Infection,Spores,Adults ,Notes,Include
2,20,19.96,C,N,4,A,14/11/2024,8,C,CA,1,532,633,,Yes
3,20,19.96,C,N,4,A,14/11/2024,8,C,CA,1,454,,,Yes
4,20,19.96,C,N,4,A,14/11/2024,8,C,CA,1,1680,,,Yes
5,20,19.96,C,N,4,A,14/11/2024,8,C,CA,1,125,,,Yes
6,20,19.96,C,N,4,A,14/11/2024,8,C,CA,1,27,,,Yes
1,20,19.96,C,N,4,A,21/11/2024,9,C,CA,1,736,756,,Yes
2,20,19.96,C,N,4,A,21/11/2024,9,C,CA,1,51,772,,Yes
3,20,19.96,C,N,4,A,21/11/2024,9,C,CA,1,613,,,Yes
4,20,19.96,C,N,4,A,21/11/2024,9,C,CA,1,204,,,Yes
5,20,19.96,C,N,4,A,21/11/2024,9,C,CA,1,336,,,Yes
6,20,19.96,C,N,4,A,21/11/2024,9,C,CA,1,662,,,Yes
1,20,19.96,C,N,5,B,27/09/2024,1,C,CB,1,139,263,,Yes
2,20,19.96,C,N,5,B,27/09/2024,1,C,CB,1,121,254,,Yes
3,20,19.96,C,N,5,B,27/09/2024,1,C,CB,1,890,,,Yes
4,20,19.96,C,N,5,B,27/09/2024,1,C,CB,1,194,,,Yes
5,20,19.96,C,N,5,B,27/09/2024,1,C,CB,1,123,,,Yes
6,20,19.96,C,N,5,B,27/09/2024,1,C,CB,1,362,,,Yes
1,20,19.96,C,N,5,B,04/10/2024,2,C,CB,1,111,303,,Yes
2,20,19.96,C,N,5,B,04/10/2024,2,C,CB,1,184,297,,Yes
3,20,19.96,C,N,5,B,04/10/2024,2,C,CB,1,244,,,Yes
4,20,19.96,C,N,5,B,04/10/2024,2,C,CB,1,119,,,Yes
5,20,19.96,C,N,5,B,04/10/2024,2,C,CB,1,561,,,Yes
6,20,19.96,C,N,5,B,04/10/2024,2,C,CB,1,10,,,Yes
1,20,19.96,C,N,5,B,11/10/2024,3,C,CB,1,879,490,,Yes
2,20,19.96,C,N,5,B,11/10/2024,3,C,CB,1,348,504,,Yes
3,20,19.96,C,N,5,B,11/10/2024,3,C,CB,1,344,,,Yes
4,20,19.96,C,N,5,B,11/10/2024,3,C,CB,1,351,,,Yes
5,20,19.96,C,N,5,B,11/10/2024,3,C,CB,1,846,,,Yes
6,20,19.96,C,N,5,B,11/10/2024,3,C,CB,1,51,,,Yes
1,20,19.96,C,N,5,B,18/10/2024,4,C,CB,1,453,526,,Yes
2,20,19.96,C,N,5,B,18/10/2024,4,C,CB,1,805,518,,Yes
3,20,19.96,C,N,5,B,18/10/2024,4,C,CB,1,395,,,Yes
4,20,19.96,C,N,5,B,18/10/2024,4,C,CB,1,396,,,Yes
5,20,19.96,C,N,5,B,18/10/2024,4,C,CB,1,461,,,Yes
6,20,19.96,C,N,5,B,18/10/2024,4,C,CB,1,321,,,Yes
1,20,19.96,C,N,5,B,25/10/2024,5,C,CD,1,850,548,,Yes
2,20,19.96,C,N,5,B,25/10/2024,5,C,CD,1,977,517,,Yes
3,20,19.96,C,N,5,B,25/10/2024,5,C,CD,1,487,,,Yes
4,20,19.96,C,N,5,B,25/10/2024,5,C,CD,1,212,,,Yes
5,20,19.96,C,N,5,B,25/10/2024,5,C,CD,1,76,,,Yes
6,20,19.96,C,N,5,B,25/10/2024,5,C,CD,1,531,,,Yes
1,20,19.96,C,N,5,B,01/11/2024,6,C,CJA,1,523,602,,Yes
2,20,19.96,C,N,5,B,01/11/2024,6,C,CJA,1,920,619,,Yes
3,20,19.96,C,N,5,B,01/11/2024,6,C,CJA,1,388,,,Yes
4,20,19.96,C,N,5,B,01/11/2024,6,C,CJA,1,567,,,Yes
5,20,19.96,C,N,5,B,01/11/2024,6,C,CJA,1,225,,,Yes
6,20,19.96,C,N,5,B,01/11/2024,6,C,CJA,1,589,,,Yes
1,20,19.96,C,N,5,B,08/11/2024,7,C,CA,1,169,453,,Yes
2,20,19.96,C,N,5,B,08/11/2024,7,C,CA,1,815,445,,Yes
3,20,19.96,C,N,5,B,08/11/2024,7,C,CA,1,1802,,,Yes
4,20,19.96,C,N,5,B,08/11/2024,7,C,CA,1,932,,,Yes
5,20,19.96,C,N,5,B,08/11/2024,7,C,CA,1,291,,,Yes
6,20,19.96,C,N,5,B,08/11/2024,7,C,CA,1,837,,,Yes
1,20,19.96,C,N,5,B,15/11/2024,8,C,CA,1,1412,419,,Yes
2,20,19.96,C,N,5,B,15/11/2024,8,C,CA,1,528,417,,Yes
3,20,19.96,C,N,5,B,15/11/2024,8,C,CA,1,316,,,Yes
4,20,19.96,C,N,5,B,15/11/2024,8,C,CA,1,58,,,Yes
5,20,19.96,C,N,5,B,15/11/2024,8,C,CA,1,10,,,Yes
6,20,19.96,C,N,5,B,15/11/2024,8,C,CA,1,213,,,Yes
1,20,19.96,C,N,5,B,22/11/2024,9,C,CA,1,781,480,,Yes
2,20,19.96,C,N,5,B,22/11/2024,9,C,CA,1,635,481,,Yes
3,20,19.96,C,N,5,B,22/11/2024,9,C,CA,1,960,,,Yes
4,20,19.96,C,N,5,B,22/11/2024,9,C,CA,1,507,,,Yes
5,20,19.96,C,N,5,B,22/11/2024,9,C,CA,1,171,,,Yes
6,20,19.96,C,N,5,B,22/11/2024,9,C,CA,1,303,,,Yes
1,20,19.96,CS,Y,1,A,23/09/2024,1,B,PB,1,5,402,,Yes
2,20,19.96,CS,Y,1,A,23/09/2024,1,B,PB,1,1093,405,,Yes
3,20,19.96,CS,Y,1,A,23/09/2024,1,B,PB,1,281,,,Yes
4,20,19.96,CS,Y,1,A,23/09/2024,1,B,PB,1,425,,,Yes
5,20,19.96,CS,Y,1,A,23/09/2024,1,B,PB,1,312,,,Yes
6,20,19.96,CS,Y,1,A,23/09/2024,1,B,PB,1,38,,,Yes
1,20,19.96,CS,Y,1,A,30/09/2024,2,B,PB,1,745,414,,Yes
2,20,19.96,CS,Y,1,A,30/09/2024,2,B,PB,1,872,423,,Yes
3,20,19.96,CS,Y,1,A,30/09/2024,2,B,PB,1,1256,,,Yes
4,20,19.96,CS,Y,1,A,30/09/2024,2,B,PB,1,607,,,Yes
5,20,19.96,CS,Y,1,A,30/09/2024,2,B,PB,1,751,,,Yes
6,20,19.96,CS,Y,1,A,30/09/2024,2,B,PB,1,96,,,Yes
1,20,19.96,CS,Y,1,A,07/10/2024,3,B,PB,1,438,354,,Yes
2,20,19.96,CS,Y,1,A,07/10/2024,3,B,PB,1,711,361,,Yes
3,20,19.96,CS,Y,1,A,07/10/2024,3,B,PB,1,989,,,Yes
4,20,19.96,CS,Y,1,A,07/10/2024,3,B,PB,1,455,,,Yes
5,20,19.96,CS,Y,1,A,07/10/2024,3,B,PB,1,151,,,Yes
6,20,19.96,CS,Y,1,A,07/10/2024,3,B,PB,1,826,,,Yes
1,20,19.96,CS,Y,1,A,14/10/2024,4,B,PB,1,111,397,,Yes
2,20,19.96,CS,Y,1,A,14/10/2024,4,B,PB,1,211,388,,Yes
3,20,19.96,CS,Y,1,A,14/10/2024,4,B,PB,1,144,,,Yes
4,20,19.96,CS,Y,1,A,14/10/2024,4,B,PB,1,768,,,Yes
5,20,19.96,CS,Y,1,A,14/10/2024,4,B,PB,1,179,,,Yes
6,20,19.96,CS,Y,1,A,14/10/2024,4,B,PB,1,187,,,Yes
1,20,19.96,CS,Y,1,A,21/10/2024,5,D,PD,1,212,396,,Yes
2,20,19.96,CS,Y,1,A,21/10/2024,5,D,PD,1,121,383,,Yes
3,20,19.96,CS,Y,1,A,21/10/2024,5,D,PD,1,165,,,Yes
4,20,19.96,CS,Y,1,A,21/10/2024,5,D,PD,1,1081,,,Yes
5,20,19.96,CS,Y,1,A,21/10/2024,5,D,PD,1,250,,,Yes
6,20,19.96,CS,Y,1,A,21/10/2024,5,D,PD,1,729,,,Yes
1,20,19.96,CS,Y,1,A,28/10/2024,6,JA,PJA,1,1059,369,,Yes
2,20,19.96,CS,Y,1,A,28/10/2024,6,JA,PJA,1,1505,361,,Yes
3,20,19.96,CS,Y,1,A,28/10/2024,6,JA,PJA,1,1698,,,Yes
4,20,19.96,CS,Y,1,A,28/10/2024,6,JA,PJA,1,31,,,Yes
5,20,19.96,CS,Y,1,A,28/10/2024,6,JA,PJA,1,231,,,Yes
6,20,19.96,CS,Y,1,A,28/10/2024,6,JA,PJA,1,777,,,Yes
1,20,19.96,CS,Y,1,A,04/11/2024,7,A,PA,1,1083,476,,Yes
2,20,19.96,CS,Y,1,A,04/11/2024,7,A,PA,1,343,495,,Yes
3,20,19.96,CS,Y,1,A,04/11/2024,7,A,PA,1,475,,,Yes
4,20,19.96,CS,Y,1,A,04/11/2024,7,A,PA,1,149,,,Yes
5,20,19.96,CS,Y,1,A,04/11/2024,7,A,PA,1,113,,,Yes
6,20,19.96,CS,Y,1,A,04/11/2024,7,A,PA,1,147,,,Yes
1,20,19.96,CS,Y,1,A,11/11/2024,8,A,PA,1,463,632,,Yes
2,20,19.96,CS,Y,1,A,11/11/2024,8,A,PA,1,349,620,,Yes
3,20,19.96,CS,Y,1,A,11/11/2024,8,A,PA,1,640,,,Yes
4,20,19.96,CS,Y,1,A,11/11/2024,8,A,PA,1,169,,,Yes
5,20,19.96,CS,Y,1,A,11/11/2024,8,A,PA,0,0,,,Yes
6,20,19.96,CS,Y,1,A,11/11/2024,8,A,PA,1,84,,,Yes
1,20,19.96,CS,Y,1,A,18/11/2024,9,A,PA,1,446,615,,Yes
2,20,19.96,CS,Y,1,A,18/11/2024,9,A,PA,1,125,633,,Yes
3,20,19.96,CS,Y,1,A,18/11/2024,9,A,PA,1,695,,,Yes
4,20,19.96,CS,Y,1,A,18/11/2024,9,A,PA,1,232,,,Yes
5,20,19.96,CS,Y,1,A,18/11/2024,9,A,PA,1,739,,,Yes
6,20,19.96,CS,Y,1,A,18/11/2024,9,A,PA,1,180,,,Yes
1,20,19.96,CS,Y,2,B,24/09/2024,1,B,PB,1,246,152,,Yes
2,20,19.96,CS,Y,2,B,24/09/2024,1,B,PB,1,10,160,,Yes
3,20,19.96,CS,Y,2,B,24/09/2024,1,B,PB,0,0,,,Yes
4,20,19.96,CS,Y,2,B,24/09/2024,1,B,PB,1,289,,,Yes
5,20,19.96,CS,Y,2,B,24/09/2024,1,B,PB,1,52,,,Yes
6,20,19.96,CS,Y,2,B,24/09/2024,1,B,PB,0,0,,,Yes
1,20,19.96,CS,Y,2,B,01/10/2024,2,B,PB,1,3,221,,Yes
2,20,19.96,CS,Y,2,B,01/10/2024,2,B,PB,1,2,222,,Yes
3,20,19.96,CS,Y,2,B,01/10/2024,2,B,PB,1,1402,,,Yes
4,20,19.96,CS,Y,2,B,01/10/2024,2,B,PB,1,1277,,,Yes
5,20,19.96,CS,Y,2,B,01/10/2024,2,B,PB,1,601,,,Yes
6,20,19.96,CS,Y,2,B,01/10/2024,2,B,PB,1,1491,,,Yes
1,20,19.96,CS,Y,2,B,08/10/2024,3,B,PB,1,193,358,,Yes
2,20,19.96,CS,Y,2,B,08/10/2024,3,B,PB,1,63,342,,Yes
3,20,19.96,CS,Y,2,B,08/10/2024,3,B,PB,1,39,,,Yes
4,20,19.96,CS,Y,2,B,08/10/2024,3,B,PB,1,109,,,Yes
5,20,19.96,CS,Y,2,B,08/10/2024,3,B,PB,1,1343,,,Yes
6,20,19.96,CS,Y,2,B,08/10/2024,3,B,PB,1,133,,,Yes
1,20,19.96,CS,Y,2,B,15/10/2024,4,B,PB,1,876,437,,Yes
2,20,19.96,CS,Y,2,B,15/10/2024,4,B,PB,1,1139,426,,Yes
3,20,19.96,CS,Y,2,B,15/10/2024,4,B,PB,1,1118,,,Yes
4,20,19.96,CS,Y,2,B,15/10/2024,4,B,PB,1,86,,,Yes
5,20,19.96,CS,Y,2,B,15/10/2024,4,B,PB,1,44,,,Yes
6,20,19.96,CS,Y,2,B,15/10/2024,4,B,PB,1,24,,,Yes
1,20,19.96,CS,Y,2,B,22/10/2024,5,D,PD,1,195,331,,Yes
2,20,19.96,CS,Y,2,B,22/10/2024,5,D,PD,1,976,333,,Yes
3,20,19.96,CS,Y,2,B,22/10/2024,5,D,PD,1,254,,,Yes
4,20,19.96,CS,Y,2,B,22/10/2024,5,D,PD,1,498,,,Yes
5,20,19.96,CS,Y,2,B,22/10/2024,5,D,PD,1,155,,,Yes
6,20,19.96,CS,Y,2,B,22/10/2024,5,D,PD,1,95,,,Yes
1,20,19.96,CS,Y,2,B,29/10/2024,6,JA,PJA,1,518,465,,Yes
2,20,19.96,CS,Y,2,B,29/10/2024,6,JA,PJA,1,502,473,,Yes
3,20,19.96,CS,Y,2,B,29/10/2024,6,JA,PJA,1,656,,,Yes
4,20,19.96,CS,Y,2,B,29/10/2024,6,JA,PJA,1,127,,,Yes
5,20,19.96,CS,Y,2,B,29/10/2024,6,JA,PJA,1,200,,,Yes
6,20,19.96,CS,Y,2,B,29/10/2024,6,JA,PJA,1,1189,,,Yes
1,20,19.96,CS,Y,2,B,05/11/2024,7,A,PA,1,668,512,,Yes
2,20,19.96,CS,Y,2,B,05/11/2024,7,A,PA,1,100,524,,Yes
3,20,19.96,CS,Y,2,B,05/11/2024,7,A,PA,1,67,,,Yes
4,20,19.96,CS,Y,2,B,05/11/2024,7,A,PA,1,1128,,,Yes
5,20,19.96,CS,Y,2,B,05/11/2024,7,A,PA,1,32,,,Yes
6,20,19.96,CS,Y,2,B,05/11/2024,7,A,PA,1,212,,,Yes
1,20,19.96,CS,Y,2,B,12/11/2024,8,A,PA,1,290,462,,Yes
2,20,19.96,CS,Y,2,B,12/11/2024,8,A,PA,1,961,481,,Yes
3,20,19.96,CS,Y,2,B,12/11/2024,8,A,PA,1,214,,,Yes
4,20,19.96,CS,Y,2,B,12/11/2024,8,A,PA,1,423,,,Yes
5,20,19.96,CS,Y,2,B,12/11/2024,8,A,PA,1,492,,,Yes
6,20,19.96,CS,Y,2,B,12/11/2024,8,A,PA,1,580,,,Yes
1,20,19.96,CS,Y,2,B,19/11/2024,9,A,PA,1,1686,563,,Yes
2,20,19.96,CS,Y,2,B,19/11/2024,9,A,PA,1,470,550,,Yes
3,20,19.96,CS,Y,2,B,19/11/2024,9,A,PA,1,169,,,Yes
4,20,19.96,CS,Y,2,B,19/11/2024,9,A,PA,1,857,,,Yes
5,20,19.96,CS,Y,2,B,19/11/2024,9,A,PA,1,358,,,Yes
6,20,19.96,CS,Y,2,B,19/11/2024,9,A,PA,1,216,,,Yes
1,20,19.98,CS,Y,3,C,25/09/2024,1,B,PB,1,173,376,,Yes
2,20,19.98,CS,Y,3,C,25/09/2024,1,B,PB,1,621,357,,Yes
3,20,19.98,CS,Y,3,C,25/09/2024,1,B,PB,1,440,,,Yes
4,20,19.98,CS,Y,3,C,25/09/2024,1,B,PB,1,507,,,Yes
5,20,19.98,CS,Y,3,C,25/09/2024,1,B,PB,1,766,,,Yes
6,20,19.98,CS,Y,3,C,25/09/2024,1,B,PB,1,231,,,Yes
1,20,19.98,CS,Y,3,C,02/10/2024,2,B,PB,1,91,447,,Yes
2,20,19.98,CS,Y,3,C,02/10/2024,2,B,PB,1,333,442,,Yes
3,20,19.98,CS,Y,3,C,02/10/2024,2,B,PB,1,318,,,Yes
4,20,19.98,CS,Y,3,C,02/10/2024,2,B,PB,1,198,,,Yes
5,20,19.98,CS,Y,3,C,02/10/2024,2,B,PB,1,1034,,,Yes
6,20,19.98,CS,Y,3,C,02/10/2024,2,B,PB,1,333,,,Yes
1,20,19.98,CS,Y,3,C,09/10/2024,3,B,PB,1,441,564,,Yes
2,20,19.98,CS,Y,3,C,09/10/2024,3,B,PB,1,304,561,,Yes
3,20,19.98,CS,Y,3,C,09/10/2024,3,B,PB,1,282,,,Yes
4,20,19.98,CS,Y,3,C,09/10/2024,3,B,PB,1,370,,,Yes
5,20,19.98,CS,Y,3,C,09/10/2024,3,B,PB,1,538,,,Yes
6,20,19.98,CS,Y,3,C,09/10/2024,3,B,PB,1,573,,,Yes
1,20,19.98,CS,Y,3,C,16/10/2024,4,B,PB,1,1312,666,,Yes
2,20,19.98,CS,Y,3,C,16/10/2024,4,B,PB,1,327,649,,Yes
3,20,19.98,CS,Y,3,C,16/10/2024,4,B,PB,1,1228,,,Yes
4,20,19.98,CS,Y,3,C,16/10/2024,4,B,PB,1,113,,,Yes
5,20,19.98,CS,Y,3,C,16/10/2024,4,B,PB,1,442,,,Yes
6,20,19.98,CS,Y,3,C,16/10/2024,4,B,PB,1,203,,,Yes
1,20,19.98,CS,Y,3,C,23/10/2024,5,D,PD,1,328,620,,Yes
2,20,19.98,CS,Y,3,C,23/10/2024,5,D,PD,1,526,612,,Yes
3,20,19.98,CS,Y,3,C,23/10/2024,5,D,PD,1,513,,,Yes
4,20,19.98,CS,Y,3,C,23/10/2024,5,D,PD,1,189,,,Yes
5,20,19.98,CS,Y,3,C,23/10/2024,5,D,PD,1,223,,,Yes
6,20,19.98,CS,Y,3,C,23/10/2024,5,D,PD,1,439,,,Yes
1,20,19.98,CS,Y,3,C,30/10/2024,6,JA,PJA,1,303,607,,Yes
2,20,19.98,CS,Y,3,C,30/10/2024,6,JA,PJA,1,576,630,,Yes
3,20,19.98,CS,Y,3,C,30/10/2024,6,JA,PJA,Unk,Unk,,cleaned it off before counting,No
4,20,19.98,CS,Y,3,C,30/10/2024,6,JA,PJA,1,64,,,Yes
5,20,19.98,CS,Y,3,C,30/10/2024,6,JA,PJA,1,302,,,Yes
6,20,19.98,CS,Y,3,C,30/10/2024,6,JA,PJA,1,211,,,Yes
1,20,19.98,CS,Y,3,C,06/11/2024,7,A,PA,1,969,529,,Yes
2,20,19.98,CS,Y,3,C,06/11/2024,7,A,PA,1,762,563,,Yes
3,20,19.98,CS,Y,3,C,06/11/2024,7,A,PA,1,89,,,Yes
4,20,19.98,CS,Y,3,C,06/11/2024,7,A,PA,1,424,,,Yes
5,20,19.98,CS,Y,3,C,06/11/2024,7,A,PA,1,185,,,Yes
6,20,19.98,CS,Y,3,C,06/11/2024,7,A,PA,1,119,,,Yes
1,20,19.98,CS,Y,3,C,13/11/2024,8,A,PA,1,802,512,,Yes
2,20,19.98,CS,Y,3,C,13/11/2024,8,A,PA,1,1160,493,,Yes
3,20,19.98,CS,Y,3,C,13/11/2024,8,A,PA,1,307,,,Yes
4,20,19.98,CS,Y,3,C,13/11/2024,8,A,PA,1,556,,,Yes
5,20,19.98,CS,Y,3,C,13/11/2024,8,A,PA,1,600,,,Yes
6,20,19.98,CS,Y,3,C,13/11/2024,8,A,PA,1,246,,,Yes
1,20,19.98,CS,Y,3,C,20/11/2024,9,A,PA,1,784,566,,Yes
2,20,19.98,CS,Y,3,C,20/11/2024,9,A,PA,1,611,555,,Yes
3,20,19.98,CS,Y,3,C,20/11/2024,9,A,PA,1,977,,,Yes
4,20,19.98,CS,Y,3,C,20/11/2024,9,A,PA,1,35,,,Yes
5,20,19.98,CS,Y,3,C,20/11/2024,9,A,PA,1,350,,,Yes
6,20,19.98,CS,Y,3,C,20/11/2024,9,A,PA,1,403,,,Yes
1,20,19.96,CS,Y,4,A,26/09/2024,1,B,PB,1,345,476,,Yes
2,20,19.96,CS,Y,4,A,26/09/2024,1,B,PB,1,561,487,,Yes
3,20,19.96,CS,Y,4,A,26/09/2024,1,B,PB,1,557,,,Yes
4,20,19.96,CS,Y,4,A,26/09/2024,1,B,PB,1,268,,,Yes
5,20,19.96,CS,Y,4,A,26/09/2024,1,B,PB,1,258,,,Yes
6,20,19.96,CS,Y,4,A,26/09/2024,1,B,PB,1,240,,,Yes
1,20,19.96,CS,Y,4,A,03/10/2024,2,B,PB,1,250,512,,Yes
2,20,19.96,CS,Y,4,A,03/10/2024,2,B,PB,1,162,499,,Yes
3,20,19.96,CS,Y,4,A,03/10/2024,2,B,PB,1,474,,,Yes
4,20,19.96,CS,Y,4,A,03/10/2024,2,B,PB,1,353,,,Yes
5,20,19.96,CS,Y,4,A,03/10/2024,2,B,PB,1,399,,,Yes
6,20,19.96,CS,Y,4,A,03/10/2024,2,B,PB,1,2,,,Yes
1,20,19.96,CS,Y,4,A,10/10/2024,3,B,PB,1,422,548,,Yes
2,20,19.96,CS,Y,4,A,10/10/2024,3,B,PB,1,331,560,,Yes
3,20,19.96,CS,Y,4,A,10/10/2024,3,B,PB,1,202,,,Yes
4,20,19.96,CS,Y,4,A,10/10/2024,3,B,PB,1,1306,,,Yes
5,20,19.96,CS,Y,4,A,10/10/2024,3,B,PB,1,515,,,Yes
6,20,19.96,CS,Y,4,A,10/10/2024,3,B,PB,1,101,,,Yes
1,20,19.96,CS,Y,4,A,17/10/2024,4,B,PB,1,145,500,,Yes
2,20,19.96,CS,Y,4,A,17/10/2024,4,B,PB,1,185,479,,Yes
3,20,19.96,CS,Y,4,A,17/10/2024,4,B,PB,1,865,,,Yes
4,20,19.96,CS,Y,4,A,17/10/2024,4,B,PB,1,370,,,Yes
5,20,19.96,CS,Y,4,A,17/10/2024,4,B,PB,1,618,,,Yes
6,20,19.96,CS,Y,4,A,17/10/2024,4,B,PB,1,243,,,Yes
1,20,19.96,CS,Y,4,A,24/10/2024,5,D,PD,1,854,501,,Yes
2,20,19.96,CS,Y,4,A,24/10/2024,5,D,PD,1,258,506,,Yes
3,20,19.96,CS,Y,4,A,24/10/2024,5,D,PD,1,605,,,Yes
4,20,19.96,CS,Y,4,A,24/10/2024,5,D,PD,1,312,,,Yes
5,20,19.96,CS,Y,4,A,24/10/2024,5,D,PD,1,301,,,Yes
6,20,19.96,CS,Y,4,A,24/10/2024,5,D,PD,1,240,,,Yes
1,20,19.96,CS,Y,4,A,31/10/2024,6,JA,PJA,1,463,585,,Yes
2,20,19.96,CS,Y,4,A,31/10/2024,6,JA,PJA,1,620,612,,Yes
3,20,19.96,CS,Y,4,A,31/10/2024,6,JA,PJA,1,79,,,Yes
4,20,19.96,CS,Y,4,A,31/10/2024,6,JA,PJA,1,557,,,Yes
5,20,19.96,CS,Y,4,A,31/10/2024,6,JA,PJA,1,124,,,Yes
6,20,19.96,CS,Y,4,A,31/10/2024,6,JA,PJA,1,86,,,Yes
1,20,19.96,CS,Y,4,A,07/11/2024,7,A,PA,1,420,508,,Yes
2,20,19.96,CS,Y,4,A,07/11/2024,7,A,PA,1,757,532,,Yes
3,20,19.96,CS,Y,4,A,07/11/2024,7,A,PA,1,1234,,,Yes
4,20,19.96,CS,Y,4,A,07/11/2024,7,A,PA,1,43,,,Yes
5,20,19.96,CS,Y,4,A,07/11/2024,7,A,PA,1,74,,,Yes
6,20,19.96,CS,Y,4,A,07/11/2024,7,A,PA,1,183,,,Yes
1,20,19.96,CS,Y,4,A,14/11/2024,8,A,PA,1,148,628,,Yes
2,20,19.96,CS,Y,4,A,14/11/2024,8,A,PA,1,599,608,,Yes
3,20,19.96,CS,Y,4,A,14/11/2024,8,A,PA,1,561,,,Yes
4,20,19.96,CS,Y,4,A,14/11/2024,8,A,PA,1,750,,,Yes
5,20,19.96,CS,Y,4,A,14/11/2024,8,A,PA,1,248,,,Yes
6,20,19.96,CS,Y,4,A,14/11/2024,8,A,PA,1,377,,,Yes
1,20,19.96,CS,Y,4,A,21/11/2024,9,A,PA,1,452,626,,Yes
2,20,19.96,CS,Y,4,A,21/11/2024,9,A,PA,1,284,637,,Yes
3,20,19.96,CS,Y,4,A,21/11/2024,9,A,PA,1,342,,,Yes
4,20,19.96,CS,Y,4,A,21/11/2024,9,A,PA,1,893,,,Yes
5,20,19.96,CS,Y,4,A,21/11/2024,9,A,PA,1,17,,,Yes
6,20,19.96,CS,Y,4,A,21/11/2024,9,A,PA,1,29,,,Yes
1,20,19.96,CS,Y,5,B,27/09/2024,1,B,PB,1,594,387,,Yes
2,20,19.96,CS,Y,5,B,27/09/2024,1,B,PB,1,421,416,,Yes
3,20,19.96,CS,Y,5,B,27/09/2024,1,B,PB,1,691,,,Yes
4,20,19.96,CS,Y,5,B,27/09/2024,1,B,PB,1,167,,,Yes
5,20,19.96,CS,Y,5,B,27/09/2024,1,B,PB,1,625,,,Yes
6,20,19.96,CS,Y,5,B,27/09/2024,1,B,PB,1,122,,,Yes
1,20,19.96,CS,Y,5,B,04/10/2024,2,B,PB,1,1156,410,,Yes
2,20,19.96,CS,Y,5,B,04/10/2024,2,B,PB,1,469,423,,Yes
3,20,19.96,CS,Y,5,B,04/10/2024,2,B,PB,1,746,,,Yes
4,20,19.96,CS,Y,5,B,04/10/2024,2,B,PB,1,769,,,Yes
5,20,19.96,CS,Y,5,B,04/10/2024,2,B,PB,1,996,,,Yes
6,20,19.96,CS,Y,5,B,04/10/2024,2,B,PB,1,558,,,Yes
1,20,19.96,CS,Y,5,B,11/10/2024,3,B,PB,1,686,474,,Yes
2,20,19.96,CS,Y,5,B,11/10/2024,3,B,PB,1,187,497,,Yes
3,20,19.96,CS,Y,5,B,11/10/2024,3,B,PB,1,758,,,Yes
4,20,19.96,CS,Y,5,B,11/10/2024,3,B,PB,1,11,,,Yes
5,20,19.96,CS,Y,5,B,11/10/2024,3,B,PB,1,522,,,Yes
6,20,19.96,CS,Y,5,B,11/10/2024,3,B,PB,1,54,,,Yes
1,20,19.96,CS,Y,5,B,18/10/2024,4,B,PB,1,181,479,,Yes
2,20,19.96,CS,Y,5,B,18/10/2024,4,B,PB,1,717,503,,Yes
3,20,19.96,CS,Y,5,B,18/10/2024,4,B,PB,1,326,,,Yes
4,20,19.96,CS,Y,5,B,18/10/2024,4,B,PB,1,251,,,Yes
5,20,19.96,CS,Y,5,B,18/10/2024,4,B,PB,1,409,,,Yes
6,20,19.96,CS,Y,5,B,18/10/2024,4,B,PB,1,866,,,Yes
1,20,19.96,CS,Y,5,B,25/10/2024,5,D,PD,1,75,486,,Yes
2,20,19.96,CS,Y,5,B,25/10/2024,5,D,PD,1,137,479,,Yes
3,20,19.96,CS,Y,5,B,25/10/2024,5,D,PD,1,78,,,Yes
4,20,19.96,CS,Y,5,B,25/10/2024,5,D,PD,1,120,,,Yes
5,20,19.96,CS,Y,5,B,25/10/2024,5,D,PD,1,234,,,Yes
6,20,19.96,CS,Y,5,B,25/10/2024,5,D,PD,1,496,,,Yes
1,20,19.96,CS,Y,5,B,01/11/2024,6,JA,PJA,1,1020,607,,Yes
2,20,19.96,CS,Y,5,B,01/11/2024,6,JA,PJA,1,1702,632,,Yes
3,20,19.96,CS,Y,5,B,01/11/2024,6,JA,PJA,1,289,,,Yes
4,20,19.96,CS,Y,5,B,01/11/2024,6,JA,PJA,1,547,,,Yes
5,20,19.96,CS,Y,5,B,01/11/2024,6,JA,PJA,1,670,,,Yes
6,20,19.96,CS,Y,5,B,01/11/2024,6,JA,PJA,1,246,,,Yes
1,20,19.96,CS,Y,5,B,08/11/2024,7,A,PA,1,370,487,,Yes
2,20,19.96,CS,Y,5,B,08/11/2024,7,A,PA,1,635,465,,Yes
3,20,19.96,CS,Y,5,B,08/11/2024,7,A,PA,1,851,,,Yes
4,20,19.96,CS,Y,5,B,08/11/2024,7,A,PA,1,312,,,Yes
5,20,19.96,CS,Y,5,B,08/11/2024,7,A,PA,1,772,,,Yes
6,20,19.96,CS,Y,5,B,08/11/2024,7,A,PA,1,271,,,Yes
1,20,19.96,CS,Y,5,B,15/11/2024,8,A,PA,1,1023,649,,Yes
2,20,19.96,CS,Y,5,B,15/11/2024,8,A,PA,1,575,650,,Yes
3,20,19.96,CS,Y,5,B,15/11/2024,8,A,PA,1,489,,,Yes
4,20,19.96,CS,Y,5,B,15/11/2024,8,A,PA,1,78,,,Yes
5,20,19.96,CS,Y,5,B,15/11/2024,8,A,PA,1,606,,,Yes
6,20,19.96,CS,Y,5,B,15/11/2024,8,A,PA,1,120,,,Yes
